,Location,Price,Area,Longitude,Latitude
2265,"Indonesia,JakartaSelatan,JalanGedungHijau1PondokIndah,JakartaSelatan",Rp12.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2266,"Kopo,Bandung",Rp2.700.000.000,Bandung,107.6049539,-6.9344694
2267,"JalanDeltamasBoulevard,Sukamahi,CikarangPusat,Bekasi",Rp701.000.000,Bekasi,106.9945444,-6.2349858
2268,"jalanArgorumeksoRt12Rw01Ledok,Salatiga",Rp457.600.000,Salatiga,110.4995353,-7.3302642
2269,"Indonesia,40312,Bandung,SoreangSoreang,Bandung",Rp450.000.000,Bandung,107.6049539,-6.9344694
2270,"ClusterVenice,PantaiIndahKapuk,KotaJakartaUtara,DaerahKhususIbukotaJakarta11470PantaiIndahKapuk,JakartaUtara",Rp5.300.000.000,Jakarta Utara,106.90069022428446,-6.136197
2271,"jlkaliurangkm6,8dktUGMCondongCatur,Sleman",Rp9.900.000.000,Sleman,110.38129042693123,-7.6894175
2272,"GadingSerpong,Tangerang",Rp1.125.000.000,Tangerang,106.6384468,-6.1760311
2273,"GreencovebsdcityBumiSerpongDamai,TangerangSelatan",Rp2.950.000.000,Tangerang,106.6384468,-6.1760311
2274,"Berbah,Sleman",Rp1.353.000.000,Sleman,110.38129042693123,-7.6894175
2275,"Indonesia,16819,BogorKabupaten,Citeureup,CiteureupResidenceCiteureup,Bogor",Rp273.000.000,Bogor,106.7972421,-6.5962986
2276,"PluitPluit,JakartaUtara",Rp6.500.000.000,Jakarta Utara,106.90069022428446,-6.136197
2277,"Jl.BukitRaya,Ngesrep,Banyumanik,SemarangBanyumanik,Semarang",Rp6.700.000.000,Semarang,110.4229104,-6.9903988
2278,"GolfIslandPantaiIndahKapuk,JakartaUtara",Rp3.600.000.000,Jakarta Utara,106.90069022428446,-6.136197
2279,"Indonesia,BogorKota,JalanCipinangGadingRanggaMekar,Bogor",Rp565.600.000,Bogor,106.7972421,-6.5962986
2280,BumipanyileukanBandung,Rp385.000.000,Bandung,107.6049539,-6.9344694
2281,"ABIANBASEMengwi,Badung",Rp500.000.000,Badung,113.3703238,-7.1227296
2282,"PondokIndah,JakartaSelatan",Rp19.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2283,"Indonesia,16453,Depok,JalanRayaPekapuranCimanggis,Depok",Rp800.000.000,Depok,106.8138131,-6.4074657
2284,"Indonesia,TangerangSelatan,SerpongBumiSerpongDamai,TangerangSelatan",Rp1.900.000.000,Tangerang,106.6384468,-6.1760311
2285,"JlmanisrenggoprambananPrambanan,Sleman",Rp273.000.000,Sleman,110.38129042693123,-7.6894175
2286,"Indonesia,Klaten,PrambananPrambanan,Sleman",Rp255.000.000,Sleman,110.38129042693123,-7.6894175
2287,"DurenSawit,JakartaTimur",Rp4.700.000.000,Jakarta Timur,106.88222894692834,-6.26289085
2288,"jln.arjunadesangenepKarangPloso,Malang",Rp189.000.000,Malang,112.6340291,-7.9771206
2289,"SummareconBekasi,Bekasi",Rp2.174.000.000,Bekasi,106.9945444,-6.2349858
2290,"PolinelarajabasaKedaton,BandarLampung",Rp420.000.000,Bandar Lampung,105.2643742,-5.4460713
2291,"Girimulyo,KulonProgo",Rp771.875.000,Kulon Progo,110.14798278891979,-7.8123076000000005
2292,"Mlati,Sleman",Rp2.346.000.000,Sleman,110.38129042693123,-7.6894175
2293,"Renon,Denpasar",Rp3.200.000.000,Denpasar,115.2191175,-8.6524973
2294,"PancawatiCaringin,Bogor",Rp8.000.000.000,Bogor,106.7972421,-6.5962986
2295,"Cisarua,Bogor",Rp1.700.000.000,Bogor,106.7972421,-6.5962986
2296,"PantaiIndahKapuk,JakartaUtara",Rp271.000.000,Jakarta Utara,106.90069022428446,-6.136197
2297,"jalangbhnbojongnangkaCikeas,Bogor",Rp399.000.000,Bogor,106.7972421,-6.5962986
2298,"JalanTurikm3,5Turi,Sleman",Rp1.500.000.000,Sleman,110.38129042693123,-7.6894175
2299,"JalanRayaPagedangan,Pagedangan,Tangerang",Rp1.400.000.000,Tangerang,106.6384468,-6.1760311
2300,"Mengwi,Badung",Rp295.000.000,Badung,113.3703238,-7.1227296
2301,"Indonesia,16967,BogorKabupaten,JalanAlternatifCibuburCileungsiCibubur,JakartaTimur",Rp649.000.000,Jakarta Timur,106.88222894692834,-6.26289085
2302,"Indonesia,42423,Cilegon,JalanPerumnasCibeberCibeber,Cilegon",Rp492.000.000,Cilegon,106.0537688,-6.017389
2303,"Depok,Depok",Rp680.000.000,Depok,106.8138131,-6.4074657
2304,"JalanPutriTunggalCimanggis,Depok",Rp885.700.000,Depok,106.8138131,-6.4074657
2305,"JlKaliurangKm7,Prujakan,Sukoharjo,Ngaglik,SlemanNgaglik,Sleman",Rp648.000.000,Sleman,110.38129042693123,-7.6894175
2306,"TambunSelatan,Bekasi",Rp335.000.000,Bekasi,106.9945444,-6.2349858
2307,Bogor,Rp180.000.000,Bogor,106.7972421,-6.5962986
2308,"DesaBlendungSubang,Subang",Rp150.500.000,Subang,107.7587397,-6.5689807
2309,"Pakuwon,Surabaya",Rp39.000.000.000,Surabaya,112.7378266,-7.2459717
2310,"Indonesia,Surabaya,JalanDarmoPermaiSelatanVIIIDarmoPermai,Surabaya",Rp2.500.000.000,Surabaya,112.7378266,-7.2459717
2311,"Pesanggrahan,JakartaSelatan",Rp2.300.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2312,"Grogol,Sukoharjo",Rp650.000.000,Sukoharjo,110.86761323046875,-7.681572900000001
2313,"JoharBaru,JakartaPusat",Rp680.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
2314,"JlKaliurangKm13,Ngaglik,Sleman,YogyakartaNgaglik,Sleman",Rp371.800.000,Sleman,110.38129042693123,-7.6894175
2315,"Indonesia,20155,Medan,JalanDrMansyurSimpangSelayang,Medan",Rp3.200.000.000,Medan,98.6738261,3.5896654
2316,"JalanH.Mawi,Warujaya,Parung,Bogor",Rp392.163.665,Bogor,106.7972421,-6.5962986
2317,"Jl.BantarGebangSetuNo.51,Cimuning,MustikaJaya,Bekasi",Rp331.000.000,Bekasi,106.9945444,-6.2349858
2318,"jalankukilomuktifatmawatipedurunganPedurunganKidul,Semarang",Rp525.000.000,Semarang,110.4229104,-6.9903988
2319,"Indonesia,16424,Depok,JalanMargondaRayaMargonda,Depok",Rp650.000.000,Depok,106.8138131,-6.4074657
2320,"Jlnsukakarya2kelseruaindahkecciputattangerangselatanCiputat,TangerangSelatan",Rp650.000.000,Tangerang,106.6384468,-6.1760311
2321,"Kedaton,BandarLampung",Rp1.200.000.000,Bandar Lampung,105.2643742,-5.4460713
2322,"Dramaga,Bogor",Rp270.000.000,Bogor,106.7972421,-6.5962986
2323,"Bandulan,Malang",Rp282.000.000,Malang,112.6340291,-7.9771206
2324,"Ngaliyan,Semarang",Rp1.914.000.000,Semarang,110.4229104,-6.9903988
2325,"JalanIkanKakap.Kel.Tunjungsekar,KotaMalangBlimbing,Malang",Rp950.000.000,Malang,112.6340291,-7.9771206
2326,"Perumpuricijambeblokc7no17CikarangSelatan,Bekasi",Rp275.000.000,Bekasi,106.9945444,-6.2349858
2327,"Daya,Makassar",Rp315.000.000,Makassar,119.4124282,-5.1342962
2328,"Kalimulya,Depok",Rp630.000.000,Depok,106.8138131,-6.4074657
2329,"Cisarua,BogorCisarua,Bogor",Rp7.500.000.000,Bogor,106.7972421,-6.5962986
2330,"Jln.Pekapuran,Tapos,CimanggisDepok.Cimanggis,Depok",Rp670.000.000,Depok,106.8138131,-6.4074657
2331,"Selemadeg,Tabanan",Rp216.000.000,Tabanan,115.1265683,-8.5392306
2332,Depok,Rp980.000.000,Depok,106.8138131,-6.4074657
2333,"JlMochKahfi1Jagakarsa,JakartaSelatan",Rp4.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2334,"Jl.SikelepuhRayaKramat,Tegal",Rp368.000.000,Tegal,109.1326480414001,-7.05571835
2335,"Indonesia,16425,Depok,BejiBeji,Depok",Rp3.500.000.000,Depok,106.8138131,-6.4074657
2336,"Cikampek,Karawang",Rp260.000.000,Karawang,107.307897,-6.3042012
2337,"KarawangBarat,Karawang",Rp450.000.000,Karawang,107.307897,-6.3042012
2338,"RancamanyarkabupatenbandungBojongloaKaler,Bandung",Rp125.000.000,Bandung,107.6049539,-6.9344694
2339,"Kalinampu,Seloharjo,Pundong,BantulRegency,SpecialRegionofYogyakarta55771Bantul",Rp136.000.000,Bantul,110.38555335898621,-7.89825435
2340,"JlMochKahfi1Jagakarsa,JakartaSelatan",Rp4.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2341,"Jl.SikelepuhRayaKramat,Tegal",Rp368.000.000,Tegal,109.1326480414001,-7.05571835
2342,Depok,Rp980.000.000,Depok,106.8138131,-6.4074657
2343,"Jl.DusunKarangBulu,DesaMudal,BoyolaliBoyolali",Rp2.500.000.000,Boyolali,110.6041944,-7.5344079
2344,"Cisarua,BogorCisarua,Bogor",Rp7.500.000.000,Bogor,106.7972421,-6.5962986
2345,"Daya,Makassar",Rp315.000.000,Makassar,119.4124282,-5.1342962
2346,"Ngaliyan,Semarang",Rp1.914.000.000,Semarang,110.4229104,-6.9903988
2347,"Kalimulya,Depok",Rp630.000.000,Depok,106.8138131,-6.4074657
2348,"TambunUtara,Bekasi",Rp600.000.000,Bekasi,106.9945444,-6.2349858
2349,"WismaCakraCinere,Cinere,Limo,Depok,JawaBaratCinere,Depok",Rp1.200.000.000,Depok,106.8138131,-6.4074657
2350,"Gumpang,Kec.Kartasura,KabupatenSukoharjo,JawaTengah57169Gumpang,Sukoharjo",Rp750.000.000,Sukoharjo,110.86761323046875,-7.681572900000001
2351,"Jl.KenangaJatisampurna,Bekasi",Rp485.000.000,Bekasi,106.9945444,-6.2349858
2352,Bekasi,Rp30.000.000.000,Bekasi,106.9945444,-6.2349858
2353,"CitekojlalternatifsafariindonesiaCisarua,Bogor",Rp260.000.000,Bogor,106.7972421,-6.5962986
2354,"Pecatu,Badung",Rp140.000.000.000,Badung,113.3703238,-7.1227296
2355,"jl.seriushmawipermataresidence081361993456Parung,Bogor",Rp600.000.000,Bogor,106.7972421,-6.5962986
2356,"TerusanBuahBatu,Buahbatu,Bandung",Rp1.723.100.000,Bandung,107.6049539,-6.9344694
2357,"JlAcingCinangka,SawanganKotaDepokSawangan,Depok",Rp480.000.000,Depok,106.8138131,-6.4074657
2358,"Citeureup,Bogor",Rp168.000.000,Bogor,106.7972421,-6.5962986
2359,"Selemadeg,Tabanan",Rp216.000.000,Tabanan,115.1265683,-8.5392306
2360,"Jl.PerintisKemerdekaan/Jl.RayaBekasi,PegangsaanDua,KelapaGading,JakartaUtaraKelapaGading,JakartaUtara",Rp360.031.100.000,Jakarta Utara,106.90069022428446,-6.136197
2361,"Jl.JambuRaya,DusunIII,Windanrt02Rw07Gumpang,Kec.Kartasura,KabupatenSukoharjo,JawaTengah57161Kartasura,Sukoharjo",Rp950.000.000,Sukoharjo,110.86761323046875,-7.681572900000001
2362,"Jl.GraharayabintaroCiledug,Tangerang",Rp650.000.000,Tangerang,106.6384468,-6.1760311
2363,"BumiSerpongDamai,TangerangSelatan",Rp27.000.000.000,Tangerang,106.6384468,-6.1760311
2364,"Indonesia,68133,Jember,JalanImamBonjolKaliwates,Jember",Rp144.000.000,Jember,113.7021772,-8.1688563
2365,"JalanCondongCaturDepok,Sleman",Rp2.300.000.000,Sleman,110.38129042693123,-7.6894175
2366,"Jl.HarapanNo.95,RangkapanJayaRangkapanJaya,Depok",Rp707.000.000,Depok,106.8138131,-6.4074657
2367,"Pakem,Sleman",Rp298.500.000,Sleman,110.38129042693123,-7.6894175
2368,"Indonesia,40132,BandungKota,JalanDagoDago,Bandung",Rp218.000.000,Bandung,107.6049539,-6.9344694
2369,"Harjamukti,Cirebon",Rp690.000.000,Cirebon,108.5608483,-6.7137044
2370,"JalanPinangVKelurahanPayabakung,KecamatanHamparanPerakDeliSerdang",Rp2.141.920.000,Serdang,106.86103562307852,-6.1589157
2371,"JalanPutriHijau/GuruPatimusKesawan,Medan",Rp5.000.000.000,Medan,98.6738261,3.5896654
2372,"jalanjosariNgaglik,Sleman",Rp1.295.422.644,Sleman,110.38129042693123,-7.6894175
2373,"Lokasi:Jl.GodeanKM17,DesaSumberAgungMoyudanSlemanYogyakartaMoyudan,Sleman",Rp300.300.000,Sleman,110.38129042693123,-7.6894175
2374,"Soreang,Bandung",Rp350.000.000,Bandung,107.6049539,-6.9344694
2375,"Indonesia,BogorKabupaten,MetlandCileungsiSektor7Cileungsi,Bogor",Rp465.000.000,Bogor,106.7972421,-6.5962986
2376,"JalanKaliurangkm13Ngaglik,Sleman",Rp975.000.000,Sleman,110.38129042693123,-7.6894175
2377,"Indonesia,JakartaTimur,JalanJankesMunjul,JakartaTimur",Rp463.000.000,Jakarta Timur,106.88222894692834,-6.26289085
2378,"JalanHRMMangundiprojo,Kedamaian-BandarLampungKedamaian,BandarLampung",Rp2.200.000.000,Bandar Lampung,105.2643742,-5.4460713
2379,"Colomadu,Karanganyar",Rp1.200.000.000,Karanganyar,111.06980026754411,-7.6196965
2380,"Indonesia,JakartaSelatan,JalanKampungBaruIIIUlujami,JakartaSelatan",Rp15.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2381,"kotabaruparahyanganPadalarang,Bandung",Rp218.000.000,Bandung,107.6049539,-6.9344694
2382,"Mochamadkahfi1jagakarsaJagakarsa,JakartaSelatan",Rp4.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2383,KarangloMalang,Rp275.000.000,Malang,112.6340291,-7.9771206
2384,"Jl.RayaJonggol-CileungsiNo.km23,RW.2,Sukamaju,Cileungsi,Bogor",Rp167.577.363,Bogor,106.7972421,-6.5962986
2385,"JL.H.MADIHGERAHARAYATANGERANGSELATANCipondoh,Tangerang",Rp600.000.000,Tangerang,106.6384468,-6.1760311
2386,"JLTutugan,CIhanjuangrahayu,kecparongpong,kabupatenbandungbarat,jawabarat40559WestBandung",Rp547.000.000,Bandung,107.6049539,-6.9344694
2387,"Tenjolaya,Bogor",Rp2.500.000.000,Bogor,106.7972421,-6.5962986
2388,"Jl.PluitKarangAyuBaratNo.B1,Pluit,Kec.Penjaringan,KotaJktUtara,DaerahKhususIbukotaJakarta14450Pluit,JakartaUtara",Rp1.300.000.000,Jakarta Utara,106.90069022428446,-6.136197
2389,"Indonesia,JakartaUtara,JalanPluitPluit,JakartaUtara",Rp6.500.000.000,Jakarta Utara,106.90069022428446,-6.136197
2390,"CibeunyingKaler,Bandung",Rp488.000.000,Bandung,107.6049539,-6.9344694
2391,"TlogomasLowokwaru,Malang",Rp625.000.000,Malang,112.6340291,-7.9771206
2392,"JlCigadungrayadagoBandungDago,Bandung",Rp2.270.000.000,Bandung,107.6049539,-6.9344694
2393,"JlSetuCipayungGg.BotinCipayungJakartaTimurCilangkap,JakartaTimur",Rp875.000.000,Jakarta Timur,106.88222894692834,-6.26289085
2394,"Indonesia,16424,Depok,Beji,JalanMargondaDepok,Depok",Rp1.850.000.000,Depok,106.8138131,-6.4074657
2395,"Jl.AtangSenjaya,Bantarjaya,RancaBungur,Bogor",Rp697.000.000,Bogor,106.7972421,-6.5962986
2396,"Jl.RayaUbudNo.1PeliatanUbud,Gianyar",Rp2.995.200.000,Gianyar,115.32605401537212,-8.5482357
2397,"PondokIndah,JakartaSelatan",Rp6.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2398,"jl.RayaSawangan,RangkapanJaya,PancoranMasPancoranMas,Depok",Rp815.265.000,Depok,106.8138131,-6.4074657
2399,"BumiSerpongDamai,TangerangSelatan",Rp2.500.000.000,Tangerang,106.6384468,-6.1760311
2400,"GunungAnyar,Surabaya",Rp600.000.000,Surabaya,112.7378266,-7.2459717
2401,"Setiabudi,Bandung",Rp760.000.000,Bandung,107.6049539,-6.9344694
2402,"Jl.JambuRaya,DusunIII,Windanrt02Rw07Gumpang,Kec.Kartasura,KabupatenSukoharjo,JawaTengah57161Kartasura,Sukoharjo",Rp950.000.000,Sukoharjo,110.86761323046875,-7.681572900000001
2403,"Jl.GraharayabintaroCiledug,Tangerang",Rp650.000.000,Tangerang,106.6384468,-6.1760311
2404,"BumiSerpongDamai,TangerangSelatan",Rp27.000.000.000,Tangerang,106.6384468,-6.1760311
2405,"Indonesia,68133,Jember,JalanImamBonjolKaliwates,Jember",Rp144.000.000,Jember,113.7021772,-8.1688563
2406,"JalanCondongCaturDepok,Sleman",Rp2.300.000.000,Sleman,110.38129042693123,-7.6894175
2407,"Jl.HarapanNo.95,RangkapanJayaRangkapanJaya,Depok",Rp707.000.000,Depok,106.8138131,-6.4074657
2408,"Pakem,Sleman",Rp298.500.000,Sleman,110.38129042693123,-7.6894175
2409,"Indonesia,40132,BandungKota,JalanDagoDago,Bandung",Rp218.000.000,Bandung,107.6049539,-6.9344694
2410,"Harjamukti,Cirebon",Rp690.000.000,Cirebon,108.5608483,-6.7137044
2411,"NoljalanrayacurungrejokepanjenKepanjen,Malang",Rp267.000.000,Malang,112.6340291,-7.9771206
2412,"JUWANGENPURWOMARTANIKALASANSLEMANPurwomartani,Sleman",Rp1.850.000.000,Sleman,110.38129042693123,-7.6894175
2413,"BojongRawalumbu,Bekasi",Rp5.500.000.000,Bekasi,106.9945444,-6.2349858
2414,"jlnBabakanMadang300meterdaripintuTolSentulSirkuitSentul,Bogor",Rp444.600.000,Bogor,106.7972421,-6.5962986
2415,"Indonesia,Sleman,Ngaglik,JalanKaliurangNgaglik,Sleman",Rp392.000.000,Sleman,110.38129042693123,-7.6894175
2416,"TerusanBuahBatu,Buahbatu,Bandung",Rp3.266.500.000,Bandung,107.6049539,-6.9344694
2417,"Lawang,Malang",Rp280.000.000,Malang,112.6340291,-7.9771206
2418,"SetiaBudi,JakartaSelatan",Rp4.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2419,"Indonesia,BekasiKabupaten,PerumahanGrandVistaCikarangCikarangSelatan,Bekasi",Rp158.500.000,Bekasi,106.9945444,-6.2349858
2420,"Indonesia,Bantul,KM135,JalanWatesSedayu,Bantul",Rp240.000.000,Bantul,110.38555335898621,-7.89825435
2421,"Jl.Sisingamangaraja,Brontokusuman,Mergangsan,KotaYogyakartaMergangsan,Yogyakarta",Rp721.500.000,Yogyakarta,110.36722565020224,-7.9778383999999996
2422,"JLMKahfiCipedak,JakartaSelatan",Rp975.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2423,"TambunSelatan,Bekasi",Rp1.100.000.000,Bekasi,106.9945444,-6.2349858
2424,"WijayaKesuma,JakartaBarat",Rp2.900.000.000,Jakarta Barat,106.74389124027667,-6.16156235
2425,"AlamSutera,TangerangSelatan",Rp1.800.000.000,Tangerang,106.6384468,-6.1760311
2426,"Indonesia,Sleman,JalanKabupatenNgemplak,Sleman",Rp513.000.000,Sleman,110.38129042693123,-7.6894175
2427,"JalanPrawiroSudiyono,JongkeTengah,Sendangadi,Mlati,SlemanMlati,Sleman",Rp578.100.000,Sleman,110.38129042693123,-7.6894175
2428,"Indonesia,DKIJakarta,JakartaSelatan,JalanKemangRayaKemang,JakartaSelatan",Rp3.149.480.000,Jakarta Selatan,106.80486324917382,-6.28381815
2429,Malang,Rp275.000.000,Malang,112.6340291,-7.9771206
2430,"DurenSawit,JakartaTimur",Rp6.000.000.000,Jakarta Timur,106.88222894692834,-6.26289085
2431,"Indonesia,BekasiKabupaten,PerumahanGrandVistaCikarangCikarangSelatan,Bekasi",Rp158.500.000,Bekasi,106.9945444,-6.2349858
2432,"TerusanBuahBatu,Buahbatu,Bandung",Rp3.266.500.000,Bandung,107.6049539,-6.9344694
2433,"Lawang,Malang",Rp280.000.000,Malang,112.6340291,-7.9771206
2434,"CiracasCiracas,JakartaTimur",Rp1.925.000.000,Jakarta Timur,106.88222894692834,-6.26289085
2435,"Indonesia,DKIJakarta,JakartaTimur,JalanSerdangDurenSawit,JakartaTimur",Rp5.500.000.000,Jakarta Timur,106.88222894692834,-6.26289085
2436,"Prambanan,Sleman",Rp210.000.000,Sleman,110.38129042693123,-7.6894175
2437,"JalanMekarIIpemogan,DenpasarSelatanBaliPemogan,Denpasar",Rp1.000.000.000,Denpasar,115.2191175,-8.6524973
2438,"Cimanggis,Depok",Rp22.500.000.000,Depok,106.8138131,-6.4074657
2439,"Indonesia,DKIJakarta,10510,JakartaPusat,JalanJenderalAhmadYaniCempakaPutih,JakartaPusat",Rp399.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
2440,"Cimanggis,Depok",Rp670.000.000,Depok,106.8138131,-6.4074657
2441,"JlGandapuraKesiman,Denpasar",Rp850.000.000,Denpasar,115.2191175,-8.6524973
2442,"Indonesia,DKIJakarta,JakartaSelatan,JalanKemangRayaKemang,JakartaSelatan",Rp3.149.480.000,Jakarta Selatan,106.80486324917382,-6.28381815
2443,"Bintaro,TangerangSelatan",Rp988.000.000,Tangerang,106.6384468,-6.1760311
2444,"Depok,Depok",Rp12.000.000.000,Depok,106.8138131,-6.4074657
2445,"JL.RAYASALEMBARANDadap,Tangerang",Rp1.950.000.000,Tangerang,106.6384468,-6.1760311
2446,"Tajem,maguwoMaguwoharjo,Sleman",Rp1.500.000.000,Sleman,110.38129042693123,-7.6894175
2447,"Indonesia,Sleman,JalanKabupatenNgemplak,Sleman",Rp513.000.000,Sleman,110.38129042693123,-7.6894175
2448,"JalanPrawiroSudiyono,JongkeTengah,Sendangadi,Mlati,SlemanMlati,Sleman",Rp578.100.000,Sleman,110.38129042693123,-7.6894175
2449,"AlamSutera,TangerangSelatan",Rp1.800.000.000,Tangerang,106.6384468,-6.1760311
2450,"Jl.SenayanKelurahanRawaBaratKebayoranBaruJakartaSelatanSenayan,JakartaSelatan",Rp15.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2451,JakartaSelatan,Rp14.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2452,"Indonesia,Malang,BlimbingBlimbing,Malang",Rp1.400.000.000,Malang,112.6340291,-7.9771206
2453,"Jl.BesiJangkang,Ngemplak,Sleman,YogyakartaSleman,Sleman",Rp258.300.000,Sleman,110.38129042693123,-7.6894175
2454,"MUNGGUMunggu,Badung",Rp4.000.000.000,Badung,113.3703238,-7.1227296
2455,"JLRayaDauDau,Malang",Rp400.000.000,Malang,112.6340291,-7.9771206
2456,"JlMasjidNurulHudaTambunSelatan,Bekasi",Rp288.000.000,Bekasi,106.9945444,-6.2349858
2457,"Apartemenlandmarkresidence,bandunhgPajajaran,Bandung",Rp585.000.000,Bandung,107.6049539,-6.9344694
2458,"Panakkukang,Makassar",Rp850.000.000,Makassar,119.4124282,-5.1342962
2459,"Jl.TerusanSt.,Tigakarsa,Tenjo,Bogor",Rp200.000.000,Bogor,106.7972421,-6.5962986
2460,"Sukarame,BandarLampung",Rp400.000.000,Bandar Lampung,105.2643742,-5.4460713
2461,"Apartemenlandmarkresidence,bandunhgPajajaran,Bandung",Rp585.000.000,Bandung,107.6049539,-6.9344694
2462,"tibubenengCanggu,Badung",Rp950.000.000,Badung,113.3703238,-7.1227296
2463,"Indonesia,BogorKabupaten,Sukamakmur,JalanRayaSukamakmurCariu,Bogor",Rp50.000.000,Bogor,106.7972421,-6.5962986
2464,"KaryausahaNo.49Srengseng,JakartaBarat",Rp2.250.000.000,Jakarta Barat,106.74389124027667,-6.16156235
2465,"JlMasjidNurulHudaTambunSelatan,Bekasi",Rp288.000.000,Bekasi,106.9945444,-6.2349858
2466,"Jl.TerusanSt.,Tigakarsa,Tenjo,Bogor",Rp200.000.000,Bogor,106.7972421,-6.5962986
2467,"Depok,Depok",Rp12.000.000.000,Depok,106.8138131,-6.4074657
2468,"Arcamanik,Bandung",Rp765.000.000,Bandung,107.6049539,-6.9344694
2469,"purigadingJimbaran,Badung",Rp5.500.000.000,Badung,113.3703238,-7.1227296
2470,"Uluwatu,Badung",Rp1.900.000.000,Badung,113.3703238,-7.1227296
2471,"JalanPiereTendeanWirobrajan,Yogyakarta",Rp3.350.000.000,Yogyakarta,110.36722565020224,-7.9778383999999996
2472,"Kemang,JakartaSelatan",Rp8.900.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2473,"JalanKarangTengahRayaTebet,JakartaSelatan",Rp3.069.800.000,Jakarta Selatan,106.80486324917382,-6.28381815
2474,"JalanBoulevardUtamaCitralandCibubur,Cibubur-CileungsiKM14Cileungsi,Bogor",Rp478.366.519,Bogor,106.7972421,-6.5962986
2475,"Indonesia,BandungKota,JalanSukaresmiSukajadi,Bandung",Rp9.500.000.000,Bandung,107.6049539,-6.9344694
2476,"Indonesia,12760,JakartaSelatan,JalanKemangTimur5Kemang,JakartaSelatan",Rp20.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2477,"Cisarua,Bogor",Rp1.300.000.000,Bogor,106.7972421,-6.5962986
2478,"Indonesia,JakartaBarat,JalanTanjungDurenRayaGrogolPetamburan,JakartaBarat",Rp850.000.000,Jakarta Barat,106.74389124027667,-6.16156235
2479,"Jl.RayaH.Tabri,ParungPanjang,Legok,Tangerang,BantenLegok,Tangerang",Rp255.000.000,Tangerang,106.6384468,-6.1760311
2480,"Pesanggrahan,JakartaSelatan",Rp15.323.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
2481,"Wonokoyo,Malang",Rp295.000.000,Malang,112.6340291,-7.9771206
2482,"JlMujaMujuTimohoUmbulharjo,Yogyakarta",Rp594.000.000,Yogyakarta,110.36722565020224,-7.9778383999999996
2483,"Cisauk,Tangerang",Rp640.625.000,Tangerang,106.6384468,-6.1760311
2484,"Jln.Sukamaju,BatujajarBaratWestBandung",Rp2.300.000.000,Bandung,107.6049539,-6.9344694
2485,"jalanparitindahkotapekanbaruKotaBaru,Pekanbaru",Rp395.000.000,Pekanbaru,101.4515727,0.5262455
2486,"Indonesia,BandungRaya,40312,BandungKabupatenSoreang,Bandung",Rp3.080.850.000,Bandung,107.6049539,-6.9344694
2487,"GadingSerpong,Tangerang",Rp1.250.000.000,Tangerang,106.6384468,-6.1760311
2488,"Lowokwaru,Malang",Rp584.500.000,Malang,112.6340291,-7.9771206
2489,"jljoyopringodinimalangLowokwaru,Malang",Rp575.000.000,Malang,112.6340291,-7.9771206
2490,"JomborMlati,Sleman",Rp2.000.000.000,Sleman,110.38129042693123,-7.6894175
2491,"Indonesia,13640,JakartaTimur,JalanCondetRayaKramatJati,JakartaTimur",Rp1.950.000.000,Jakarta Timur,106.88222894692834,-6.26289085
2492,"Jl.RayakarangTengahno.833Cibadak-Sukabumi43351Cibadak,Sukabumi",Rp48.780.000.000,Sukabumi,106.9265095,-6.9199289
2493,"KomplekPerumahanGolfIsland-PantaiIndahKapuk,JakartaUtaraPantaiIndahKapuk,JakartaUtara",Rp2.900.000.000,Jakarta Utara,106.90069022428446,-6.136197
2494,"Jl.PinisiPIKPantaiIndahKapukJakartaUtaraPantaiIndahKapuk,JakartaUtara",Rp20.000.000.000,Jakarta Utara,106.90069022428446,-6.136197
2495,"JalanKamboja,Pandang-pandang,GowaPandangPandang,Gowa",Rp865.000.000,Gowa,119.76679028909466,-5.32907165
2496,"Cibubur,JakartaTimur",Rp1.400.000.000,Jakarta Timur,106.88222894692834,-6.26289085
2497,"jlpahlwanbalearjosariBlimbing,Malang",Rp499.000.000,Malang,112.6340291,-7.9771206
2498,"Katapang,Bandung",Rp100.000.000,Bandung,107.6049539,-6.9344694
2499,Jl.LewidulangRancamulya.TerusanCibaduyutBandung,Rp200.000.000,Bandung,107.6049539,-6.9344694
2500,"PerumBhumimasSedayuGunungPoloArgorejoSedayuBantulYogyakartaSedayu,Bantul",Rp238.000.000,Bantul,110.38555335898621,-7.89825435
